Group,Species,N_Years,First_Year,Last_Year,N_Records,Mean_growth_rate,Lower_CI,Upper_CI,Precision
Craneflies,Rhipidia maculata,46,1970,2015,889,-0.7535,-1.740537093,0.642420013,2.953770119
Lichens,Cladonia pocillum,46,1970,2015,385,-0.9263,-2.058307219,0.245251779,2.957904079
Craneflies,Neolimnomyia filata,46,1970,2015,172,0.0408,-1.212219038,1.164552973,2.965368896
Lichens,Thelotrema lepadinum,46,1970,2015,859,0.4671,-0.633908149,1.635368567,2.966914268
Soldierflies,Chrysops relictus,46,1970,2015,434,-0.197,-1.441077308,0.847629247,2.972579487
Moths,Perizoma blandiata,46,1970,2015,1072,-1.3702,-2.515267574,-0.214202211,2.980537771
Lichens,Collema crispum var. crispum,46,1970,2015,1067,-0.4076,-1.600820999,0.72188845,2.981003528
AquaticBugs,Corixa punctata,46,1970,2015,1524,-0.6654,-1.989930953,0.438274102,2.985535551
Moths,Catarhoe cuculata,46,1970,2015,814,-0.7259,-1.856325885,0.410541554,2.987003396
Moths,Gastropacha quercifolia,46,1970,2015,1286,-4.1258,-5.240168029,-2.947424807,2.993658114
Lichens,Placopyrenium fuscellum,46,1970,2015,1618,0.0818,-0.951231784,1.267549577,2.997608009
Lichens,Lecanora soralifera,46,1970,2015,1103,-0.4719,-1.606016433,0.67429614,3.012121549
Wasps,Pompilus cinereus,46,1970,2015,674,-0.9606,-2.102206208,0.110950639,3.013775872
Gelechiids,Anacampsis populella,44,1970,2013,456,-1.0448,-2.101309506,0.222135355,3.023221574
Craneflies,Dicranomyia modesta,46,1970,2015,749,-0.5969,-1.714340243,0.546639711,3.023304595
Lichens,Pertusaria corallina,46,1970,2015,775,-1.8864,-3.030438453,-0.734843713,3.027036173
PlantBugs,Dryophilocoris flavoquadrimaculatus,46,1970,2015,467,-0.2704,-1.450981961,0.973946948,3.033293205
Soldierflies,Pachygaster atra,46,1970,2015,565,-0.1279,-1.124251576,1.20178934,3.04266814
Spiders,Neon reticulatus,44,1970,2013,740,-1.2764,-2.430415439,-0.164062928,3.044010202
Spiders,Segestria senoculata,44,1970,2013,1024,-0.4446,-1.467212587,0.697775448,3.051654771
ShieldBugs,Elasmucha grisea,45,1971,2015,620,-1.8366,-2.950360147,-0.752858145,3.057838482
NonmarineMolluscs,Carychium tridentatum,46,1970,2015,851,-1.9597,-3.085486865,-0.833098754,3.058220282
Carabids,Bembidion tetracolum,44,1971,2014,987,-0.6349,-1.82116072,0.494886163,3.058695964
Moths,Apocheima hispidaria,46,1970,2015,4017,-0.3717,-1.431313798,0.84888478,3.061708179
Hoverflies,Cheilosia pagana,45,1970,2014,5771,0.3851,-0.638010148,1.563776982,3.065208545
PlantBugs,Drymus sylvaticus,45,1971,2015,666,-2.1264,-3.300333129,-0.987854099,3.068776429
Lichens,Pachyphiale carneola,46,1970,2015,312,-0.483,-1.623538042,0.608056716,3.070693678
Spiders,Walckenaeria acuminata,44,1970,2013,2197,-2.4088,-3.454631796,-1.332346625,3.070731724
Moths,Scotopteryx bipunctaria,46,1970,2015,1168,-1.6204,-2.771243629,-0.487407675,3.074294966
Moths,Pachycnemia hippocastanaria,46,1970,2015,3470,-0.0319,-1.18486794,1.031143786,3.075708315
Moths,Eupithecia indigata,46,1970,2015,2501,1.3522,0.332250263,2.502850574,3.092459355
Carabids,Pterostichus strenuus,45,1970,2014,1169,0.1833,-0.889369994,1.406777353,3.092601117
Spiders,Gongylidium rufipes,44,1970,2013,1822,-0.4397,-1.545499739,0.740265934,3.095565006
Moths,Agriopis leucophaearia,46,1970,2015,8562,1.2718,0.145259431,2.401920614,3.101455202
Spiders,Micrargus herbigradus s.str.,44,1970,2013,1649,-2.8519,-4.034346639,-1.832228303,3.108191739
Lichens,Physconia distorta,46,1970,2015,343,-1.6582,-2.68224942,-0.533054487,3.117525362
Hoverflies,Tropidia scita,45,1970,2014,1436,-0.4985,-1.67619623,0.599299543,3.123695632
Bryophytes,Ulota crispa s.l.,46,1970,2015,5091,2.582,1.608303054,3.826653463,3.129543164
Caddisflies,Lepidostoma hirtum,45,1970,2014,4347,-0.1223,-1.198982539,0.983789692,3.129829338
Moths,Eupithecia haworthiata,46,1970,2015,4664,0.7803,-0.278270207,2.022094295,3.130815605
Gelechiids,Athrips mouffetella,43,1971,2013,836,-0.9907,-2.128743705,0.183523153,3.131106321
Lichens,Trapelia coarctata,46,1970,2015,1385,-0.7796,-1.784480358,0.342236049,3.141653632
Carabids,Bembidion lampros,44,1971,2014,901,0.3409,-0.776779236,1.444110624,3.143924448
Spiders,Philodromus aureolus,44,1970,2013,1520,1.4899,0.477073304,2.70034382,3.144810761
Bryophytes,Philonotis fontana,46,1970,2015,1636,0.3712,-0.636356873,1.575232267,3.146523153
Lichens,Collema auriforme,46,1970,2015,964,0.3135,-0.767881953,1.39135198,3.153290629
Craneflies,Erioptera fuscipennis,46,1970,2015,414,-0.0914,-1.24773771,1.014304008,3.158710886
Bees,Megachile centuncularis,46,1970,2015,783,0.3097,-0.841548016,1.477041133,3.159324667
Moths,Chesias rufata,46,1970,2015,1799,-3.8949,-5.00119021,-2.822040813,3.159674423
Hoverflies,Melanostoma scalare,45,1970,2014,15186,1.5948,0.570353761,2.809361994,3.167719049
NonmarineMolluscs,Cepaea hortensis,46,1970,2015,1636,0.7452,-0.383209059,1.849175529,3.171371549
Hoverflies,Platycheirus manicatus,45,1970,2014,3253,-1.9911,-3.057399065,-0.861365054,3.177576423
Ants,Myrmica rubra,45,1971,2015,1010,-1.007,-2.06227327,0.106484083,3.180605838
Bryophytes,Campylium stellatum s.l.,46,1970,2015,1533,0.3395,-0.68244056,1.45964801,3.185382474
Moths,Cucullia asteris,46,1970,2015,1395,-2.1318,-3.209740016,-1.037980712,3.188354423
Hoverflies,Chrysotoxum cautum,45,1970,2014,704,-1.3462,-2.526569751,-0.259572055,3.197823521
Spiders,Pardosa amentata,44,1970,2013,3283,0.3711,-0.63924783,1.588690857,3.200954677
Bryophytes,Amphidium mougeotii,46,1970,2015,923,0.0312,-0.944086252,1.257051536,3.207637241
Lichens,Opegrapha vulgata,46,1970,2015,774,-1.7069,-2.757172363,-0.647333119,3.208118107
Dragonflies,Erythromma najas,46,1970,2015,16233,1.5363,0.521967005,2.605097244,3.21079033
Spiders,Clubiona terrestris,44,1970,2013,1579,-1.9659,-3.110628404,-0.913586793,3.211235599
NonmarineMolluscs,Cernuella virgata,46,1970,2015,345,-0.7085,-1.809293079,0.330782372,3.218050449
Spiders,Porrhomma pygmaeum,44,1970,2013,1495,-2.2673,-3.338404505,-1.171919235,3.22282771
Moths,Mythimna l-album,46,1970,2015,11834,1.1683,0.142913958,2.339312508,3.227328957
FungusGnats,Stigmatomeria crassicornis,42,1970,2011,354,0.4285,-0.436206022,1.700046494,3.235913656
Lichens,Fuscidea cyathoides var. cyathoides,46,1970,2015,676,-0.2744,-1.272748752,0.852861965,3.241246945
Weevils,Nedyus quadrimaculatus,46,1970,2015,2795,1.4084,0.419694157,2.598457141,3.241855577
FungusGnats,Saigusaia flaviventris,39,1973,2011,205,0.0587,-1.06849144,1.356813176,3.243293188
Weevils,Polydrusus pterygomalis,46,1970,2015,805,-0.2988,-1.270560885,0.949911303,3.251513846
Moths,Archanara dissoluta,46,1970,2015,2282,-0.2793,-1.318418574,0.849677854,3.264993345
Soldierflies,Beris chalybata,46,1970,2015,1009,-0.3275,-1.408168319,0.868371435,3.271667878
Bryophytes,Racomitrium heterostichum s.l.,46,1970,2015,1493,0.7495,-0.215721335,1.881089099,3.272817002
Centipedes,Geophilus truncorum,44,1972,2015,455,-0.2453,-1.31471322,0.76770178,3.274745632
FungusGnats,Mycomya marginata,39,1973,2011,259,0.0878,-0.809360922,1.574744865,3.275253397
NonmarineMolluscs,Vallonia excentrica,46,1970,2015,354,-1.3777,-2.391383426,-0.222264544,3.282435756
Bryophytes,Plagiothecium denticulatum,46,1970,2015,1221,-2.5576,-3.611931666,-1.500399036,3.284001368
Moths,Standfussiana lucernea,46,1970,2015,787,-1.4226,-2.479095863,-0.292882201,3.287699913
Bryophytes,Homalothecium lutescens,46,1970,2015,1790,0.355,-0.668725683,1.423127707,3.287773858
Weevils,Perapion curtirostre,46,1970,2015,1288,-0.0796,-1.136611627,1.005950459,3.28829929
Moths,Cerastis leucographa,46,1970,2015,1570,-0.6482,-1.649349104,0.45468302,3.293832948
Bryophytes,Tortella tortuosa,46,1970,2015,1379,0.6271,-0.362983468,1.726386856,3.296439985
Gelechiids,Teleiodes vulgella,43,1971,2013,2434,0.6202,-0.378523279,1.88031886,3.298176143
Spiders,Micaria pulicaria,44,1970,2013,1089,-0.99,-2.184946526,-0.024412226,3.300218901
Moths,Eupithecia venosata,46,1970,2015,1185,-2.9859,-4.028657892,-1.938203717,3.305670937
FungusGnats,Trichonta vitta,39,1973,2011,98,0.0063,-1.255854273,1.171977949,3.309756581
Bryophytes,Dichodontium pellucidum s.l.,46,1970,2015,1570,1.0442,0.058617038,2.202002252,3.31033711
Weevils,Archarius salicivorus,46,1970,2015,686,-0.5063,-1.472223229,0.762802818,3.312760159
Bryophytes,Racomitrium aciculare,46,1970,2015,1694,1.1923,0.178459576,2.326625659,3.316691195
Lichens,Cladonia polydactyla var. polydactyla,46,1970,2015,850,0.2909,-0.732974829,1.407394324,3.317440775
Spiders,Clubiona phragmitis,44,1970,2013,1279,-1.1644,-2.205626675,-0.108888458,3.319987292
PlantBugs,Anthocoris confusus,46,1970,2015,671,-1.6928,-2.789267716,-0.569848812,3.32351111
NonmarineMolluscs,Ena obscura,46,1970,2015,645,0.0154,-1.017941847,1.045362342,3.324892665
PlantBugs,Pithanus maerkelii,44,1972,2015,707,-0.5357,-1.613739188,0.666044526,3.32835999
Hoverflies,Chrysotoxum arcuatum,45,1970,2014,901,-0.4483,-1.519559785,0.734258102,3.33500417
Lichens,Sphaerophorus globosus,46,1970,2015,643,-0.57,-1.640607008,0.480101292,3.335202673
Dragonflies,Ceriagrion tenellum,45,1971,2015,3578,-0.8414,-1.924819745,0.210841784,3.335842984
Bryophytes,Schistidium apocarpum s.l.,46,1970,2015,4003,2.3278,1.337854463,3.504345788,3.336022779
Craneflies,Erioconopa trivialis,46,1970,2015,726,-0.2902,-1.29587507,0.793999672,3.336378423
Moths,Cucullia chamomillae,46,1970,2015,2064,-1.4334,-2.437577987,-0.258549053,3.337083448
Lichens,Pertusaria leioplaca,46,1970,2015,995,-0.6201,-1.640182568,0.470172901,3.342186043
Spiders,Amaurobius fenestralis,44,1970,2013,1680,-0.3515,-1.42137569,0.781187738,3.346549591
Lichens,Caloplaca teicholyta,46,1970,2015,1996,-0.579,-1.645135142,0.510918593,3.356278396
Lichens,Verrucaria muralis,46,1970,2015,1950,-1.9041,-2.991540589,-0.822279058,3.357805467
FungusGnats,Pseudobrachypeza helvetica,40,1972,2011,299,0.4113,-0.523854136,1.678012576,3.368050353
Lichens,Diplotomma alboatrum,46,1970,2015,2073,-0.6992,-1.819446377,0.386940842,3.36919371
NonmarineMolluscs,Deroceras laeve,46,1970,2015,645,-1.9344,-3.062665395,-0.896948805,3.373872251
FungusGnats,Exechia fusca,41,1971,2011,469,0.1437,-0.64277133,1.475242226,3.377900256
NonmarineMolluscs,Arion subfuscus,46,1970,2015,2128,2.0232,1.001856412,3.136202963,3.379567082
Craneflies,Dicranota pavida,46,1970,2015,173,-0.1915,-1.259936244,0.891480645,3.402213808
Bryophytes,Climacium dendroides,46,1970,2015,1078,0.4552,-0.61485791,1.509190774,3.406040437
NonmarineMolluscs,Monacha cantiana,46,1970,2015,802,0.1366,-0.943579942,1.268595059,3.408497957
NonmarineMolluscs,Vitrea contracta,46,1970,2015,720,-2.2143,-3.331228446,-1.086458488,3.409293087
Moths,Lithophane socia,46,1970,2015,8702,3.0382,2.04229665,4.194923821,3.411607006
Caddisflies,Tinodes waeneri,44,1970,2013,4047,-0.5741,-1.608671639,0.578486896,3.412909481
Wasps,Oxybelus uniglumis,44,1972,2015,1748,0.2642,-0.674853364,1.40434162,3.414916695
Lichens,Ramalina fastigiata,46,1970,2015,758,1.5075,0.529110146,2.692633362,3.415015704
Lichens,Bilimbia sabuletorum,46,1970,2015,1239,-0.2217,-1.187357136,0.870760505,3.419425934
Hoverflies,Platycheirus scutatus agg.,45,1970,2014,4467,-0.5857,-1.574233581,0.596153671,3.422811615
Bryophytes,Racomitrium lanuginosum,46,1970,2015,1447,0.6313,-0.321022443,1.779453496,3.429374866
Spiders,Araniella cucurbitina s.str.,44,1970,2013,1549,1.0965,0.087444263,2.253065678,3.430807029
Spiders,Tenuiphantes flavipes,44,1970,2013,1802,0.5158,-0.553536128,1.634459611,3.433555545
FungusGnats,Phronia humeralis,40,1972,2011,416,0.2427,-0.748240268,1.406361803,3.442601271
Bryophytes,Ptilidium ciliare,46,1970,2015,726,-0.3317,-1.348274585,0.819437828,3.44714783
Lichens,Ramalina siliquosa,45,1971,2015,411,-0.3002,-1.347721487,0.712558568,3.451990157
Spiders,Metellina segmentata s.str.,44,1970,2013,3334,0.3698,-0.619701196,1.56117106,3.460149897
SoldierBeetles,Cantharis nigricans,46,1970,2015,613,-0.2063,-1.189563443,1.039021674,3.461672054
Ladybirds,Coccinella undecimpunctata,46,1970,2015,963,-5.0275,-6.074067466,-3.932332151,3.461682282
Gelechiids,Hypatima rhomboidella,44,1970,2013,1375,0.1494,-0.818834507,1.351563449,3.464790975
Bryophytes,Marsupella emarginata,46,1970,2015,1099,-0.1668,-1.172923127,0.908681568,3.470443473
Bryophytes,Dicranum majus,46,1970,2015,1604,-0.0756,-1.139919526,1.013005638,3.475099044
Lichens,Placynthium nigrum,46,1970,2015,1016,-0.7137,-1.732307426,0.363826937,3.49000446
Wasps,Anoplius infuscatus,46,1970,2015,475,0.0308,-1.123600965,1.171476648,3.490637296
Bryophytes,Scapania undulata,46,1970,2015,2039,0.9119,-0.072608381,1.998762177,3.4947005
Moths,Dyscia fagaria,46,1970,2015,1037,-2.2921,-3.325070312,-1.237533206,3.494904285
NonmarineMolluscs,Cochlodina laminata,46,1970,2015,627,-0.2231,-1.313469755,0.85375578,3.497579631
Lichens,Lecanora crenulata,46,1970,2015,1618,-0.364,-1.415933372,0.649980937,3.499344965
Ants,Formica rufa,46,1970,2015,965,-0.8661,-1.962710019,0.090431146,3.508798386
Lichens,Enterographa crassa,46,1970,2015,626,0.0336,-0.916740637,1.195545441,3.510964581
Spiders,Xysticus cristatus,44,1970,2013,4398,-0.1046,-1.157097,1.026531172,3.517585113
Hoverflies,Neoascia podagrica,45,1970,2014,4954,-0.6836,-1.635597349,0.57874322,3.518374389
Ladybirds,Adalia decempunctata,46,1970,2015,4364,-0.4311,-1.314657287,0.80433309,3.527591583
Lichens,Placynthiella icmalea,46,1970,2015,1380,-0.6413,-1.669831219,0.373181221,3.530360857
Spiders,Pardosa nigriceps,44,1970,2013,2153,0.958,0.000845046,2.068356692,3.533428408
Carabids,Amara familiaris,45,1970,2014,673,-0.53,-1.619039196,0.516106223,3.53994521
Spiders,Monocephalus fuscipes,44,1970,2013,2272,-1.3052,-2.372827644,-0.264929719,3.547103757
Lichens,Candelariella aurella f. aurella,46,1970,2015,2192,-0.915,-1.970947827,0.138486627,3.54823637
Bees,Bombus pratorum,46,1970,2015,6756,-0.4826,-1.361431161,0.673164585,3.549071904
PlantBugs,Nabis flavomarginatus,46,1970,2015,739,-1.5098,-2.606888409,-0.494306972,3.54992908
Spiders,Amaurobius similis,45,1970,2014,1438,0.0605,-0.907982571,1.142345764,3.555608627
Moths,Hydriomena ruberata,46,1970,2015,1241,-3.0903,-4.135758338,-2.036136635,3.557414003
Gelechiids,Carpatolechia proximella,44,1970,2013,764,-0.3354,-1.424989966,0.797131911,3.558969705
Spiders,Linyphia triangularis,44,1970,2013,2808,0.5137,-0.47998964,1.613991665,3.559076791
Craneflies,Pedicia rivosa,46,1970,2015,256,-0.6779,-1.742915049,0.245392426,3.562874221
NonmarineMolluscs,Nesovitrea hammonis,46,1970,2015,761,-1.9128,-2.986372617,-0.980206829,3.565062033
Spiders,Textrix denticulata,44,1970,2013,507,-0.0984,-1.166092962,0.863650118,3.56858984
Spiders,Tibellus oblongus,44,1970,2013,1604,0.0621,-1.05105926,1.075733515,3.570976101
Lichens,Graphis elegans,46,1970,2015,689,-1.2522,-2.292604977,-0.188466606,3.571409115
NonmarineMolluscs,Limax maximus,46,1970,2015,1183,0.4584,-0.46641785,1.530770607,3.574100016
Ladybirds,Calvia quattuordecimguttata,45,1971,2015,2967,-0.3736,-1.407642869,0.692216016,3.575700119
Moths,Eupithecia tenuiata,46,1970,2015,5651,2.059,1.017721249,3.090078345,3.576151423
Carabids,Clivina fossor,44,1970,2013,389,-0.2722,-1.390550446,0.801797602,3.580935833
Lichens,Solenopsora candicans,46,1970,2015,432,0.0261,-1.026692132,1.074613142,3.584799188
NonmarineMolluscs,Radix balthica,46,1970,2015,1599,-2.4311,-3.455575969,-1.430565627,3.590818054
Moths,Sphinx pinastri,46,1970,2015,10303,2.5308,1.502227267,3.64250131,3.591338297
Craneflies,Tipula oleracea,46,1970,2015,970,0.4237,-0.71424859,1.445913769,3.592613083
Hoverflies,Platycheirus albimanus,45,1970,2014,16280,0.9856,0.084635005,2.138443764,3.594374263
Moths,Lithophane ornitopus,46,1970,2015,11181,2.7053,1.743906314,3.803818438,3.596483707
Bryophytes,Encalypta streptocarpa,46,1970,2015,1222,0.2312,-0.771191631,1.250282483,3.596661501
Moths,Conistra rubiginea,46,1970,2015,2377,2.1652,1.170511994,3.230749685,3.598498126
Bryophytes,Homalia trichomanoides,46,1970,2015,1162,-0.4486,-1.427265145,0.6366497,3.600287817
Moths,Hyppa rectilinea,46,1970,2015,878,0.294,-0.549868642,1.596342527,3.608709636
Weevils,Otiorhynchus singularis,46,1970,2015,1513,-0.2961,-1.286094204,0.764172864,3.611211415
Bryophytes,Cirriphyllum crassinervium,46,1970,2015,798,-1.3319,-2.411155556,-0.290350233,3.620682299
Hoverflies,Episyrphus balteatus,45,1970,2014,24335,0.6043,-0.162207917,1.766838996,3.630177232
Bryophytes,Leptodictyum riparium,46,1970,2015,1753,-1.0124,-2.084361151,-0.0267755,3.630357522
Craneflies,Phylidorea ferruginea,46,1970,2015,866,0.0285,-0.981077817,1.078967771,3.634272805
Moths,Eupithecia dodoneata,46,1970,2015,10654,2.1638,1.25061896,3.34584882,3.643058116
Spiders,Dismodicus bifrons,44,1970,2013,1709,-1.1548,-2.186454458,-0.132599086,3.65377385
Bryophytes,Sphagnum subnitens,46,1970,2015,2079,1.1641,0.242151168,2.304952788,3.658150222
Dragonflies,Orthetrum cancellatum,46,1970,2015,20693,1.6852,0.745332358,2.814106262,3.665617501
Bryophytes,Lophozia ventricosa,46,1970,2015,1619,0.1832,-0.716705702,1.290397212,3.66746895
Bryophytes,Aneura pinguis,46,1970,2015,1823,-0.3824,-1.329251447,0.730247273,3.67465354
Spiders,Pisaura mirabilis,45,1970,2014,4332,2.3109,1.345801691,3.351985878,3.68194798
Moths,Adscita statices,46,1970,2015,1050,-0.4156,-1.43523179,0.644475809,3.686938218
Hoverflies,Myathropa florea,45,1970,2014,9137,0.5781,-0.283528382,1.726767193,3.688469062
FungusGnats,Allodia lugens,40,1972,2011,347,-0.364,-1.401485012,0.795362188,3.700781642
Bryophytes,Brachythecium albicans,46,1970,2015,2441,-0.2987,-1.349369896,0.633076227,3.702911685
FungusGnats,Boletina dubia,40,1972,2011,103,0,-1.028436019,1.293619847,3.709397478
Moths,Hypomecis roboraria,46,1970,2015,1727,-1.5845,-2.653029692,-0.626484688,3.714199944
FungusGnats,Synapha vitripennis,38,1974,2011,290,0.3437,-0.399065083,1.618246967,3.7169335
Lichens,Ochrolechia androgyna,46,1970,2015,1445,-1.073,-2.131660354,-0.082048417,3.720444828
Hoverflies,Xylota sylvarum,45,1970,2014,2302,0.0545,-0.908969967,1.116085835,3.723425537
Craneflies,Neolimonia dumetorum,46,1970,2015,499,-0.529,-1.521079078,0.444074932,3.731849824
Bees,Epeolus cruciger,46,1970,2015,718,0.1891,-0.772544613,1.20249861,3.732088701
Lichens,Rhizocarpon reductum,46,1970,2015,2463,0.0653,-0.809808792,1.18145891,3.738562254
Craneflies,Tipula lateralis,46,1970,2015,716,-0.0345,-1.070012597,0.88608844,3.745102195
Spiders,Clubiona comta,44,1970,2013,1453,-0.0192,-0.93990364,1.023897382,3.759433974
Spiders,Pachygnatha clercki,44,1970,2013,3017,0.0491,-0.95520432,1.056825492,3.765277613
Hoverflies,Sericomyia silentis,44,1971,2014,4422,0.9686,-0.024405702,2.040447464,3.768661668
Moths,Eupithecia phoeniceata,46,1970,2015,6134,0.5029,-0.460911333,1.557240843,3.773097645
Craneflies,Euphylidorea aperta,44,1972,2015,128,0.0078,-0.973629108,1.195977963,3.774635968
Lichens,Graphis scripta,46,1970,2015,1092,-0.3891,-1.337717119,0.687324166,3.797039233
Spiders,Coelotes atropos,44,1970,2013,1085,-1.2977,-2.339599491,-0.330843111,3.798583879
Millipedes,Glomeris marginata,39,1970,2008,722,-0.2293,-1.400956407,0.681743082,3.802219735
Bryophytes,Aulacomnium palustre,46,1970,2015,2261,0.3201,-0.660272218,1.366608933,3.810120876
Caddisflies,Hydropsyche pellucidula,44,1970,2013,7404,-1.0256,-1.994717223,0.042867517,3.810260607
NonmarineMolluscs,Arion intermedius,46,1970,2015,976,-2.0112,-3.059779562,-1.013080723,3.816233043
Hoverflies,Melanogaster hirtella,45,1970,2014,2792,0.3146,-0.615418677,1.323790608,3.831197457
FungusGnats,Macrocera stigma,41,1971,2011,176,-0.2017,-1.262768397,0.799141562,3.837663379
Lichens,Cladonia portentosa,46,1970,2015,1256,-0.049,-1.067208901,0.939329309,3.843309787
Lichens,Lepraria incana s. lat.,46,1970,2015,3869,-2.8943,-3.949360767,-1.948700752,3.84900346
Spiders,Harpactea hombergi,45,1970,2014,1334,0.7407,-0.200569725,1.888565669,3.850825144
Centipedes,Geophilus electricus,42,1972,2013,75,-0.0325,-1.183827836,1.074132311,3.851904644
Bees,Bombus vestalis,46,1970,2015,3526,0.429,-0.45658607,1.524051259,3.861287847
Mayflies,Baetis rhodani,43,1973,2015,47089,-0.5759,-1.445172652,0.546937877,3.861440765
Lichens,Normandina pulchella,46,1970,2015,932,0.2522,-0.641485124,1.269794364,3.863410892
Lichens,Pyrrhospora quernea,46,1970,2015,880,-0.5892,-1.597392694,0.388676142,3.865430935
Bryophytes,Pogonatum aloides,46,1970,2015,1578,0.3742,-0.518199156,1.455460911,3.866392365
Bryophytes,Plagiomnium rostratum,46,1970,2015,1150,-0.8013,-1.67473927,0.260361289,3.871232946
FungusGnats,Zygomyia pictipennis,40,1972,2011,134,0.2601,-0.504412326,1.545889375,3.880093747
FungusGnats,Pseudexechia trivittata,40,1972,2011,55,-0.0163,-0.572991938,0.866737467,3.889957225
Bryophytes,Lunularia cruciata,46,1970,2015,2834,0.6819,-0.219113661,1.706431315,3.8925296
Lichens,Tuckermannopsis chlorophylla,46,1970,2015,646,-2.9489,-3.967896751,-1.990737455,3.893655306
Lichens,Lecanora sulphurea,46,1970,2015,1654,-1.8171,-2.805332575,-0.922383918,3.905529894
Hoverflies,Ferdinandea cuprea,45,1970,2014,2412,-0.1827,-1.212583305,0.854623651,3.913953768
Weevils,Phyllobius roboretanus,46,1970,2015,1874,0.3301,-0.518050678,1.486725959,3.923578747
Moths,Pyrrhia umbra,46,1970,2015,3983,0.6403,-0.299990767,1.633511336,3.926022356
Lichens,Catillaria chalybeia var. chalybeia,46,1970,2015,1142,0.3006,-0.681049349,1.333066937,3.950903953
Moths,Cyclophora annularia,46,1970,2015,2699,1.1951,0.321025791,2.258250812,3.961041351
Empid&DolichopodidFlies,Bicellaria vana,44,1971,2014,686,-0.2775,-1.227409654,0.717419229,3.966365267
Bryophytes,Plagiothecium succulentum,46,1970,2015,1869,0.0203,-0.886077636,1.065863527,3.967587186
Bryophytes,Orthotrichum diaphanum,46,1970,2015,5344,2.4117,1.513080382,3.516065233,3.970861791
Spiders,Enoplognatha ovata s.str.,44,1970,2013,3982,1.2913,0.417363657,2.372576426,3.980648733
Bryophytes,Platyhypnidium riparioides,46,1970,2015,2518,0.749,-0.139174799,1.771507283,3.983896739
Bryophytes,Anomodon viticulosus,46,1970,2015,1030,-0.5019,-1.537518005,0.444798531,3.990060452
Craneflies,Molophilus cinereifrons,46,1970,2015,182,-0.0394,-0.994836785,1.025158542,3.992406204
Moths,Watsonalla cultraria,46,1970,2015,3172,-0.9334,-1.899555852,0.057046007,3.997016237
Bryophytes,Bryum pseudotriquetrum,46,1970,2015,2418,0.6352,-0.217736021,1.644249326,3.997136614
Moths,Philereme vetulata,46,1970,2015,1755,-0.5155,-1.523429356,0.480423819,4.005986586
Lichens,Bryoria fuscescens,46,1970,2015,716,-1.9474,-2.97463315,-0.941845606,4.011233683
Lichens,Lecidella stigmatea,46,1970,2015,2610,0.0103,-0.924864841,0.995281615,4.014065213
Spiders,Larinioides cornutus,44,1970,2013,2779,1.3526,0.445831814,2.426318341,4.019389691
Centipedes,Geophilus alpinus,45,1971,2015,300,-0.3575,-1.380072445,0.613294144,4.022966419
Spiders,Tenuiphantes mengei,44,1970,2013,1678,-2.2915,-3.267461483,-1.319972784,4.027606303
Weevils,Strophosoma melanogrammum,46,1970,2015,2125,0.4938,-0.435063463,1.525671453,4.050945554
Lichens,Hypocenomyce scalaris,46,1970,2015,1027,-0.2945,-1.219775751,0.664518301,4.057142637
FungusGnats,Mycomya annulata,42,1970,2011,315,-0.5368,-1.459816889,0.480722672,4.068840783
Lichens,Physcia caesia,46,1970,2015,2890,-1.7417,-2.738932073,-0.775697996,4.070082618
Bryophytes,Nardia scalaris,46,1970,2015,1074,-0.9712,-1.930444875,0.04671085,4.073173053
Moths,Eupithecia trisignaria,46,1970,2015,1252,1.1675,0.211455824,2.195354216,4.077720395
Spiders,Neriene peltata,44,1970,2013,2186,0.4563,-0.467735965,1.419212757,4.082826937
Lichens,Peltigera membranacea,46,1970,2015,968,0.6562,-0.24305832,1.639686963,4.090830459
Caddisflies,Polycentropus flavomaculatus,45,1970,2014,4867,0.0329,-0.863975951,1.090793254,4.091161929
Carabids,Badister bullatus,45,1970,2014,505,0.0713,-0.945541705,1.032086761,4.092212004
Moths,Dicallomera fascelina,46,1970,2015,1257,-1.1676,-2.07945569,-0.125118601,4.093517157
Bees,Andrena fulva,46,1970,2015,1901,0.1902,-0.686134708,1.25164019,4.099290957
FungusGnats,Cordyla fissa,40,1972,2011,78,0.2404,-0.646519052,1.440457097,4.102942399
SoldierBeetles,Cantharis nigra,46,1970,2015,565,0.0257,-0.931589572,1.01598303,4.113780944
Moths,Acronicta tridens,46,1970,2015,1693,-0.6123,-1.576208955,0.413846866,4.119590322
Hoverflies,Baccha elongata,45,1970,2014,4059,-0.2471,-1.146965696,0.808971735,4.122139847
Lichens,Schismatomma decolorans,46,1970,2015,601,-0.8694,-1.766412903,0.093915366,4.130728864
Moths,Lampropteryx otregiata,46,1970,2015,5316,1.7544,0.846906541,2.781184395,4.133760785
FungusGnats,Bolitophila occlusa,39,1973,2011,120,0.2562,-0.429875374,1.528536145,4.158473826
Weevils,Sitona hispidulus,46,1970,2015,741,-0.2339,-1.184172935,0.817606138,4.16291618
Dragonflies,Platycnemis pennipes,45,1971,2015,7272,0.8444,0.02014184,1.891710595,4.171831337
Lichens,Lecidella scabra,46,1970,2015,2796,-0.2886,-1.210766932,0.715955043,4.172559107
Moths,Amphipoea lucens,46,1970,2015,4480,-2.2717,-3.156198489,-1.236168027,4.185634435
Moths,Tethea or,46,1970,2015,1799,0.1489,-0.794734874,1.181081898,4.199486533
